title,year,first_pg,last_pg,authors,schools,article_type,volume,issue,abstract,keywords,url,article_url_list_index
Ideas to Minimize Exam Anxiety,2003,249,256,Steve D. Roney***Donald R. Woods,Chemical Engineering Department McMaster University***Chemical Engineering Department McMaster University,NA,92,3,"The debilitation score from the Alpert-Haber Anxiety Achievement Test was used to identify students suffering from exam anxiety. Principal component Analysis was then used to show that the debilitation score was strongly related to short-term and long-term anxiety and self-image and not, as expected, to study skills, problem-solving skills, or avoidance to engage in solving difficult problems. Required workshops to help students address low self-image and high short-term and long-term anxiety were introduced, but they had modest short-term success. However, significant improvement in student performance occurred when faculty included measures of student performance other than the final exam (such as term work, projects, and self-assessment) and when students contracted for the weighting that the final exam would contribute to their final grade. The use of self-assessment was effective for all students regardless of their level of exam anxiety.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00765.x,733
On Belay: Peer-Mentoring and Adventure Education for Women Faculty in Engineering,2003,257,262,Naomi C. Chesler***Peg Boyle Single***Borjana Mikic,Department of Biomedical Engineering University of Wisconsin—Madison***Department of Education University of Vermont***Picker Engineering Program Smith College,NA,92,3,"This paper reports on an intervention program designed to cultivate effective peer mentoring among a small group of women engineering faculty members from different academic institutions. Adventure education, comprised of linked intellectual and physical challenges in an outdoor setting, was chosen as the vehicle to transform the group into a highly functioning team. Based on a qualitative analysis of post-workshop essays, the intervention resulted in informational, psychosocial, and instrumental mentoring benefits that could serve to support and enhance the participants' academic careers. This paper provides a blueprint for the design of similar workshops for groups that could benefit from additional peer-mentoring and networking opportunities in the engineering academy.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00766.x,734
The Relationship Between PDA Usage and Student Performance in an Introductory Engineering Course,2003,263,268,Toni L. Doolen***J. David Porter***Jim Hoag,Department of Industrial and Manufacturing Engineering Oregon State University***Department of Industrial and Manufacturing Engineering Oregon State University***Department of Science and Mathematics Education Oregon State University,NA,92,3,"This research focuses on the development of a methodology to evaluate student attitudes towards technology in the classroom and the impact of this technology on student learning. A survey was developed and tested to evaluate the impact of introducing Personal Digital Assistants (PDAs) in a traditional college classroom setting. PDAs were introduced in an introductory course in the College of Engineering at Oregon State University. A reliable attitude assessment tool was developed as a result of this research. Initial results of this study also provide empirical data that engineering students respond favorably to the introduction of PDAs in a traditional classroom setting. Preliminary results also provide limited evidence that student attitudes may vary based on gender, age, and/or ethnicity. Standard student performance metrics (course assignment and exam scores) and student self-evaluations were used to assess the impact on student learning and are discussed.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00767.x,735
Creating a Student Centered Learning Environment at the University of Denver,2003,269,273,Ronald R. Delyser***Sheila S. Thompson***Jerry Edelstein***Corinne Lengsfeld***Albert J. Rosa***Paul J. Rullkoetter***Robert Whitman***Margaret Whitt,Department of Engineering University of Denver***Office of Assessment University of Denver***Department of Engineering University of Denver***Department of Engineering University of Denver***Department of Engineering University of Denver***Department of Engineering University of Denver***Department of Engineering University of Denver***Department of English University of Denver,NA,92,3,"A team of faculty members at the University of Denver changed the learning environment in key courses in the Department of Engineering from predominately teacher centered to student centered. Through this funded project new grading methods were implemented, classrooms were renovated and wired with studio layouts to facilitate learning, the Engineering Circuits Laboratory was rewired and instrumented for automated data acquisition and reporting, and two new pedagogical approaches were developed. At the onset of the project, six goals were established related to student learning. The introduction of industry standard hardware and software provided students with unprecedented hands-on experience and project related activities stimulated faculty innovations in other current and future courses. Assessment results indicate that the new grading system improved the clarity of expectations for students before assignments were given resulting in increased reported motivation for learning in many courses. Even though course GPAs did not always reflect higher achievement on graded work, faculty members firmly believe that deeper understanding was achieved because more complex material was assimilated.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00768.x,736
An Analysis of B.S.E.E. Degree Completion Time at Ohio University,2003,275,280,Jeffrey J. Giesey***Brian Manhire,School of Electrical Engineering and Computer Science Ohio University***School of Electrical Engineering and Computer Science Ohio University,NA,92,3,"In response to a state mandate to consider time-to-degree, a transcript analysis was performed on BSEE graduates at Ohio University to determine the time it took them to obtain their degree. It was found that the average student took 5.15 years and 15.6 quarters to graduate. Major causes of students taking more than four years were failing, withdrawing from, and repeating courses, enrolling in an insufficient number of hours per quarter, and taking free electives. Also, it was found that hours lost when transferring institutions and changing majors, taking English as a second language (ESL) courses, and stopping out delayed some students. Students in the top quartile of GPA finished significantly sooner than other students while students with non-ESL remedial courses and students who participated in cooperative education were not delayed. Implications of these findings for Ohio University and other programs are discussed.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00769.x,737
The Editor's Page,2003,109,109,Jack R. Lohmann,na,NA,92,2,na,na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00747.x,738
The Academic Bookshelf,2003,111,112,Mani Mina,Department of Electrical and Computer Engineering Iowa Sate University,NA,92,2,na,na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00748.x,739
The Changing Engineering Educational Paradigm,2003,113,121,Eli Fromm,Drexel University,NA,92,2,na,na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00749.x,740
Faculty Use and Impressions of Courseware Management Tools: A National Survey,2003,123,131,SeanSt. Clair***NelsonC. Baker,School of Civil & Environmental Engineering Georgia Institute of Technology***School of Civil & Environmental Engineering Georgia Institute of Technology,NA,92,2,"Technology in the classroom is changing the way faculties instruct and students learn. Understanding how faculty members perceive and use technology for learning is important for improving the educational process because instructor perceptions can potentially be a hindrance to the use and implementation of technology. This paper describes the results of a survey that investigated faculty Internet usage for instructional purposes as well as their perceptions of courseware management and Web-publishing tools. The survey targeted a random sample of engineering faculty at ABET-accredited universities. The survey results show that while many faculty members are using both Web-publishing tools and courseware management tools for delivering educational content, they use these tools for only a small subset of pedagogical activities.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00750.x,741
Student Performance and Acceptance of Instructional Technology: Comparing Technology-Enhanced and Traditional Instruction for a Course in Statics,2003,133,140,Eugene Rutz***Roy Eckart***James E. Wade***Cathy Maltbie***Catherine Rafter***Virginia Elkins,Engineering Professional Development & Distance Learning University of Cincinnati***College of Engineering University of Cincinnati***Department of Aerospace Engineering and Engineering Mechanics University of Cincinnati***College of Education University of Cincinnati***College of Engineering University of Cincinnati***College of Applied Science University of Cincinnati,NA,92,2,"The College of Engineering at the University of Cincinnati has evaluated the use of instructional technologies to improve the learning process for students in fundamental engineering science courses. The goal of this effort was to both retain more students in engineering programs and improve student performance through appropriate use of technology. Four modes of instruction were used to teach an engineering fundamentals course in statics. A traditional instructor-led course, a Web-assisted course, a streaming media course, and an interactive video course were all presented using a common syllabus, homework, tests, and grading regimen. Evaluations of final course grades indicate that use of instructional technology improved student performance when compared with traditional teaching methods. Student satisfaction with technology varied considerably with the Web-assisted format having the highest student approval rating of the technologies. The results indicate that time on task and interest in content can be improved through the appropriate use of technology.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00751.x,742
A Study of the Effect of Graded Homework in a Preparatory Math Course for Electrical Engineers,2003,141,146,H. J. Trussell***E. J. Dietz,Department of Electrical and Computer Engineering North Carolina State University***Department of Statistics North Carolina State University,NA,92,2,"Many person-hours are required to grade homework assignments in large engineering classes. An experiment was conducted to determine whether this effort is beneficial to the students as measured by their test performance. Two sections of the same course were taught by the same instructor. One section was assigned homework that was graded; the other section was assigned the same homework but it was not graded. The experiment was repeated in a second semester. In the first semester, the section with the graded homework had significantly higher test scores than the section without graded homework. In the second semester, the two sections did not differ significantly in their test scores. Possible reasons for this difference are discussed.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00752.x,743
"Speaking and Writing Proficiency of International Graduate Students in Elective, Mentoring Environments",2003,147,154,Steve Watkins***Randy Green,Department of Electrical and Computer Engineering University of Missouri-Rolla***Center for Writing Technologies and Moeller Writing Studio University of Missouri-Rolla,NA,92,2,"Technical communication skills are critical for non-native speakers who must study and interact in English-only professional settings. Often, formal instruction to pass admission thresholds and other minimum requirements are not sufficient to attain proficiency. This paper describes elective, long-term programs that provide systematic opportunities for both speaking and writing development. These programs are tailored to international students through the key features of individualized activities, applied task-oriented practice, and social interaction. The elective programs attract and retain participants with interest and need for high-level language proficiency. Program evaluations show that participating graduate students give primary credit for their growing fluency to individualized practice and to sustained interaction with native speakers.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00753.x,744
"Instructional Module in Fourier Spectral Analysis, Based on Principles of “How People Learn”",2003,155,164,Julie E. Greenberg***Natalie T. Smith***John H. Newman,Research Laboratory of Electronics Massachusetts Institute of Technology and Harvard-MIT Division of Health Sciences and Technology***Department of Electrical Engineering and Computer Science Massachusetts Institute of Technology***Teaching and Learning Laboratory Massachusetts Institute of Technology,NA,92,2,"This paper describes the design and evaluation of an instructional module for teaching/learning Fourier spectral analysis, with emphasis on biomedical applications. The module is based on the principles of “How People Learn” (HPL) as embodied in the Legacy cycle. This cycle is a particular instantiation of problem-based learning and includes components explicitly aimed at providing context and motivation, facilitating exploration, developing in-depth understanding, and incorporating opportunities for self-assessment. In the spectral analysis module, traditional teaching methods are augmented with small group discussions, peer-to-peer learning, a Web-based tutorial, and an interactive demonstration. Assessment included the development of rubrics for scoring student understanding of key concepts, revealing that students who used the module demonstrated better understanding relative to students who studied the material using traditional methods. Survey results and comments indicate that students generally liked the interactive tutorial and demonstration, as well as the structure provided by the HPL framework.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00754.x,745
Concept Mapping as a Form of Student Assessment and Instruction in the Domain of Bioengineering,2003,167,178,Joan M. T. Walker***Paul H. King,Psychology and Human Development Vanderbilt University***Biomedical Engineering Vanderbilt University,NA,92,2,"This paper describes two pilot studies investigating the use of concept mapping for assessing students' conceptual knowledge at a given point and over time. In Study 1, three groups constructed concept maps in response to the question, “What are the 10–20 most important concepts in biomedical engineering and how are they related?” Group differences were consistent with expert-novice distinctions in structural knowledge: faculty generated dense networks of higher-order principles and their applications while students generated fewer connections among concepts pertaining largely to domain content. Study 2 assessed students' conceptual understanding of the biomedical engineering design process in a yearlong design course at three different time points. Later maps contained a greater number of concepts, more precise vocabulary, and were more valid. These findings are discussed in terms of their implications for theories about the structure of knowledge and identification of the skills associated with a culture of practice.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00755.x,746
The Challenge to Change: On Realizing the New Paradigm for Engineering Education,2003,181,187,Frank G. Splitt,Northwestern University McCormick School of Engineering and Applied Science,NA,92,2,"The new paradigm for engineering education goes beyond the need to keep students at the cutting edge of technology and calls for a better balance in the various areas of engineering school scholarship. There is considerable concern that perpetuation of the old paradigm by engineering schools will all but assure minor roles for engineers in the future as well as difficulty in adapting to the exigencies of the fast-paced global marketplace. However, the transition from the old to the new paradigm will not be easy since many of our research-intensive universities are faced with financial pressures while the wherewithal to make the change rests mostly with those who oppose the change in the first place. This situation, coupled with the fact that there is no “one-size-fits-all” transition paradigm, represents the challenge to change. Still, a number of engineering schools have made significant changes and have developed innovative approaches in their undergraduate programs. Taken together, the proven methodologies and knowledge gained should make it possible for most engineering schools to devise revitalization programs that fit the context of their institution, its student body, faculty, and objectives. This paper argues for a study to assess the impact of the tools and methodologies developed by pace-setting engineering schools and the NSF Engineering Education Coalitions to lay the foundation for future reform initiatives.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00756.x,747
The Editor's Page,2003,1,1,Jack R. Lohmann,na,NA,92,1,na,na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00732.x,749
The Academic Bookshelf,2003,3,5,Diane T. Rover,na,NA,92,1,na,na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00733.x,750
Designing and Teaching Courses to Satisfy the ABET Engineering Criteria,2003,7,25,Richard M. Felder***Rebecca Brent,Department of Chemical Engineering North Carolina State University***College of Engineering North Carolina State University,NA,92,1,"Since the new ABET accreditation system was first introduced to American engineering education in the middle 1990s as Engineering Criteria 2000, most discussion in the literature has focused on how to assess Outcomes 3a-3k and relatively little has concerned how to equip students with the skills and attitudes specified in those outcomes. This paper seeks to fill this gap. Its goals are to (1) overview the accreditation process and clarify the confusing array of terms associated with it (objectives, outcomes, outcome indicators, etc.); (2) provide guidance on the formulation of course learning objectives and assessment methods that address Outcomes 3a-3k; (3) identify and describe instructional techniques that should effectively prepare students to achieve those outcomes by the time they graduate; and (4) propose a strategy for integrating program-level and course-level activities when designing an instructional program to meet the requirements of the ABET engineering criteria.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00734.x,751
A Retrospective on Undergraduate Engineering Success for Underrepresented Minority Students,2003,27,39,Gary S. May***Daryl E. Chubin,"School of Electrical and Computer Engineering Georgia Institute of Technology***Policy and Research National Action Council for Minorities in Engineering, Inc.",NA,92,1,"This paper examines the various factors that contribute to the success of minority students in engineering programs by exploring past and current paradigms promoting success and analyzing models for advancing the participation of members of these populations. Included is a literature review of articles, government reports, Web sites, and archives published since 1980. Student success is correlated to several indicators, including pre-college preparation, recruitment programs, admissions policies, financial assistance, academic intervention programs, and graduate school preparation and admission. This review suggests that the problem of minority underrepresentation and success in engineering is soluble given the appropriate resources and collective national “will” to propagate effective approaches.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00735.x,752
"Efficacy of Using a Single, Non-Technical Variable to Predict the Academic Success of Freshmen Engineering Students",2003,41,48,Laura W. Lackey***W. Jack Lackey***Helen M. Grady***Marjorie T. Davis,Department of Biomedical and Environmental Engineering Mercer University School of Engineering***George W. Woodruff School of Mechanical Engineering Georgia Institute of Technology***Technical Communication Mercer University School of Engineering***Technical Communication Mercer University School of Engineering,NA,92,1,"This paper evaluates the efficacy of using freshman student scores from one non-technical assignment to predict academic success as measured by cumulative grade point average after completion of the first two semesters enrolled at the Mercer University School of Engineering. The predictor assignment is keeping a dialectic course notebook and corresponds to the student's attitude, persistence, and organizational skills rather than math and science preparedness. Statistical analysis, at the 99 percent confidence level, indicated that there was a strong relationship between the student notebook scores and grade point average. Although there was scatter in the data, this one variable does provide insight into student success in the Mercer University Engineering program.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00736.x,753
Engineering Design: Examining the Impact of Gender and the Team's Gender Composition,2003,49,56,Melissa Laeser***Barbara M. Moskal***Robert Knecht***Debra Lasich,"Mathematical and Computer Sciences Colorado School of Mines***Mathematical and Computer Sciences Colorado School of Mines***Design Engineering Introductory Course Sequence Program Colorado School of Mines***Women in Science, Engineering and Mathematics Program Colorado School of Mines",NA,92,1,"This project used Eberhardt's team functions as an observational protocol to examine the team process as it occurred in the Engineering Practices Introductory Course Sequence (EPICS) at the Colorado School of Mines. A design report scoring rubric was used to evaluate the quality of the team-produced final report. The results of this study suggest that the gender composition of the teams impacted both the interactions that took place during the team process and the quality of the team's final report. Members of majority male teams were more likely to be witnessed clarifying and standard setting during team interactions than were members of majority female teams. During the first course, the final reports that were produced by majority male teams on average were judged to be of higher quality than were those that were produced by majority female teams. The reverse was found to be true in the second course.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00737.x,754
An Assessment of In-Person and Remotely Operated Laboratories,2003,57,64,Madara Ogot***Gregory Elliott***Nick Glumac,"Department of Mechanical and Aerospace Engineering Rutgers, The State University of New Jersey***Department of Aeronautical & Astronautical Engineering University of Illinois at Urbana-Champaign***Department of Mechanical and Industrial Engineering University of Illinois at Urbana-Champaign",NA,92,1,Increasingly mechanical engineering departments are beginning to incorporate remotely operated laboratories into their laboratory curriculums. Yet very few studies exist detailing the extent to which this new medium for laboratory delivery fulfills the educational goals of traditional in-person laboratories. This paper describes a comparison of educational outcomes between in-person and remotely operated laboratories in the mechanical engineering curriculum. The study carried out in the 2001 Fall semester was performed using a remotely operated and an in-person jet thrust laboratory. The laboratories illustrate the fundamentals of compressible fluid mechanics as part of an undergraduate mechanical engineering curriculum. The results from this study indicated no significant difference in the educational outcomes between students who performed the in-person or the remote experiment.,na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00738.x,755
The Relationship Between Department Rank and College Rank in Engineering Graduate Program Rankings Conducted by U.S. News and World Report,2003,65,72,Bruce A. Vojak***Raymond L. Price***James V. Carnahan,Department of General Engineering University of Illinois at Urbana-Champaign***Department of General Engineering University of Illinois at Urbana-Champaign***Department of General Engineering University of Illinois at Urbana-Champaign,NA,92,1,"College rankings conducted by various popular magazines have generated both considerable interest and controversy. In this work, we present statistical analyses of thirteen years of U.S. News and World Report graduate program “reputation” rankings for engineering colleges and their constitutive departments, using them to reveal the relationship between department rank and college rank. Two important trends are substantiated in this study. First, we confirm statistically that some colleges with a relatively small number of top-five ranked departments place higher in the college rankings than some colleges with a significant number of top-five ranked departments. Second, we observe that college rank is much more closely related to department rank for some disciplines than others, providing additional resolution beyond our earlier work.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00739.x,756
Are Undergraduate Engineering Students at Greater Risk for Heart Disease than Other Undergraduate Students?,2003,73,77,Christopher Foster***Leslie Spencer,Department of Electrical and Computer Engineering Rowan University***Department of Health and Exercise Science Rowan University,NA,92,1,"Sixty Rowan University undergraduate engineering students completed a screening for serum cholesterol and blood pressure and a written survey of their health habits, depression and stress levels. These data were compared to a similar study conducted at Rowan University of 226 undergraduate students from all majors. Engineering students demonstrated slightly higher risk levels in cholesterol and lower levels in blood pressure, compared to the general student population. Among the engineering students, thirty six percent had elevated cholesterol levels (above 200 mg/dL) and 16 percent had elevated systolic and/or diastolic blood pressure levels (above 140/90). Incidence of Type A personality traits (a measure of stress) was found in 21 percent of the population. Women reported having more stress than did men. Students majoring in electrical and computer engineering reported having the highest stress levels when compared to other engineering majors. A regression analysis identified depression, cigarette smoking, diet, stress, Type A personality and a heredity of high blood pressure as the best predictors of high serum cholesterol among subjects. Engineering educators are encouraged to address these prevalent and potentially performance-impairing health risks among their students.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00740.x,757
"Delivering an Engineering Laboratory Course Using the Internet, the Post Office, and a Campus Visit",2003,79,84,David G. Alexander***R. E. Smelser,Mechanical Engineering Department University of Idaho***Mechanical Engineering Department University of Idaho,NA,92,1,"We present the redesign of a sophomore-level mechanics of materials engineering laboratory course for distance delivery. The distance laboratory course combined multi-media computer experiments, portable hands-on exercises, and place-bound laboratory experiments. Class communication was accomplished through e-mail, online discussion groups and telephone conversations. Preliminary assessment of this new model for providing hands-on distance education gave valuable information that supports its effectiveness.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00741.x,758
Retention 101: Where Robots Go … Students Follow,2003,85,90,Carlos Pomalaza-Ráez***Brenda Henry Groff,Department of Engineering Indiana University—Purdue University Fort Wayne***Division of Organizational Leadership and Supervision Indiana University—Purdue University Fort Wayne,NA,92,1,"At Indiana University—Purdue University Fort Wayne we have developed ETCS 101—Introduction to Engineering, Technology, and Computer Science, a freshman success course for students in the School of Engineering, Technology, and Computer Science. The main objective of this course is to increase retention. The course aims to provide students with sufficient computer and personal development skills and to help them develop the right mental attitude conducive for academic success. Features of the course include projects of software and hardware nature, extensive use of the Internet and Web software tools, and a team-teaching format. As the main project of this course, small teams of students design, build, program, and test an autonomous mobile robot using LEGO® parts, sensors, and the Robotic Command eXplorer (RCX) controller. This is a multidisciplinary, project-driven learning process that encourages students to develop problem solving and teamwork skills and fosters their creativity and logic.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00742.x,759
Some Comments on the Robustness of Student t Procedures,2003,91,94,Joshua M. Tebbs***Keith M. Bower,"Department of Statistics Oklahoma State University***Minitab, Inc.",NA,92,1,"Many business and engineering courses stress the use of confidence interval and hypothesis testing procedures based on the Student t distribution. However, students are often unaware of the underlying assumptions that govern these procedures and of the consequences of misapplying them. In this exegetic account, we discuss the concept of robustness by exploring violations of the Student t assumptions and the effects of those violations on the resulting inferences. We also discuss the use of randomization methods as possible alternative methods. Our goal is to familiarize readers with the underpinnings of the t procedures, to summarize their use in practice, and to offer words of caution as to when they should not be used.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00743.x,760
Engineering Accreditation and Standards for Technological Literacy,2003,95,99,Douglas Gorham***Pam B. Newberry***Theodore A. Bickart,The Institute of Electrical and Electronics Engineers***Project Lead the Way***Colorado School of Mines,NA,92,1,"This article provides an overview of how the International Technology Education Association's Standards for Technological Literacy: Content for the Study of Technology and the Accreditation Board for Engineering and Technology's Engineering Criteria 2000's Criterion 3 Program Outcomes and Assessment focus on producing secondary school and engineering graduates with an enhanced level of technological literacy and competency. These documents, providing guidelines for pre-college through undergraduate education, are intended to promote improvement in the quality and quantity of engineering students and to enhance the level of technological literacy of pre-college teachers and their students.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00744.x,761
Bioinformatics: A New Field in Engineering Education,2003,101,104,Richard Hughey***Kevin Karplus,"Department of Computer Engineering University of California, Santa Cruz***Department of Computer Engineering University of California, Santa Cruz",NA,92,1,"Bioinformatics is a new engineering field poorly served by traditional curricula. Bioinformatics concerns the use of computer and statistical methods to understand biological data, such as the voluminous data produced by high-throughput biological experimentation. As the demand has outpaced the supply of bioinformaticians, the University of California, Santa Cruz, School of Engineering is establishing undergraduate and graduate degrees in bioinformatics. In this paper we explore the blend of mathematics, engineering, science, and bioinformatics topics and courses needed for an undergraduate degree in this new field.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00745.x,762
Social Dimensions of Engineering Design: Observations from Mudd Design Workshop III,2003,105,107,Clive L. Dym***John W. Wesner***Langdon Winner,Department of Engineering Harvey Mudd College***Department of Mechanical Engineering Carnegie Mellon University***Department of Science and Technology Studies Rensselaer Polytechnic Institute,NA,92,1,"This paper reports on the Mudd Design Workshop III held at Harvey Mudd College (HMC) in May 2001 to provide a forum for engineers and social scientists acting as designers, researchers, and educators, to explore social and societal issues in and for engineering design education. Sessions were devoted to social and systems issues and themes in design; collaboration in design; and pedagogical and institutional issues in design education. Major emergent themes included the need for dialogue about the social dimensions of engineering design to extend across entire college and university faculties, the use of design to enhance the study of values and ethics in undergraduate curricula, the importance of the framing of design problems, and the pedagogical choices made in design courses. Before leaving, participants made commitments to work toward change at least in their own environments.",na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2003.tb00746.x,763
The Editor's Page,2004,265,265,Jack R. Lohmann,na,NA,93,4,na,na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2004.tb00814.x,764
The Academic Bookshelf,2004,267,268,Diane T. Rover,na,NA,93,4,na,na,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2004.tb00815.x,765
The Intellectual Development of Science and Engineering Students. Part 1: Models and Challenges,2004,269,277,Richard M. Felder***Rebecca Brent,"Department of Chemical Engineering North Carolina State University***Education Designs, Inc.",NA,93,4,"As college students experience the challenges of their classes and extracurricular activities, most undergo a developmental progression in which they gradually relinquish their belief in the certainty of knowledge and the omniscience of authorities and take increasing responsibility for their own learning. At a high developmental level (which few reach before graduation), they recognize that all knowledge is contextual, gather and interpret evidence to support their judgments from a wide range of sources, and willingly reconsider those judgments in the light of new evidence. This paper reviews several models of intellectual development, discusses their applicability to science and engineering education, and defines the difficulties that confront instructors seeking to promote the development of their students. A companion paper formulates an instructional model for promoting development that addresses those difficulties.","intellectual development', ""Baxter Magolda's model"", ""Perry's model",https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2004.tb00816.x,766
The Intellectual Development of Science and Engineering Students. Part 2: Teaching to Promote Growth,2004,279,291,Richard M. Felder***Rebecca Brent,"Department of Chemical Engineering North Carolina State University***Education Designs, Inc.",NA,93,4,"As college students experience the challenges of their classes and extracurricular activities, they undergo a developmental progression in which they gradually relinquish their belief in the certainty of knowledge and the omniscience of authorities and take increasing responsibility for their own learning. At the highest developmental level normally seen in college students (which few attain before graduation), they display attitudes and thinking patterns resembling those of expert scientists and engineers, including habitually and skillfully gathering and analyzing evidence to support their judgments. This paper proposes an instructional model designed to provide a suitable balance of challenge and support to advance students to that level. The model components are (1) variety and choice of learning tasks; (2) explicit communication and explanation of expectations; (3) modeling, practice, and constructive feedback on high-level tasks; (4) a student-centered instructional environment; and (5) respect for students at all levels of development.","intellectual development', ""Baxter Magolda's model"", ""Perry's model",https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2004.tb00817.x,767
The Effect of an Entrepreneurship Program on GPA and Retention*,2004,293,301,Matthew W. Ohland***Sharron A. Frillman***Guili Zhang***Catherine E. Brawner***Thomas K. Miller,General Engineering Clemson University***Vocational/Technical Education Clemson University***Educational Psychology University of Florida***Research Triangle Educational Consultants***Distance Education and Learning Technology Applications North Carolina State University,NA,93,4,"There is a small but growing body of evidence that entrepreneurship programs add value to students, the degree programs in which they are housed, and the institutions that host them. The Engineering Entrepreneurs Program at North Carolina State University, a program in which undergraduate students participate in design teams formed around technology start-up company themes, was started with funding from the NSF-sponsored SUCCEED (Southeastern Universities and Colleges Coalition for Engineering Education) Coalition primarily to improve the confidence and retention of engineering students. Multiple assessment approaches including surveys, focus groups, interviews, longitudinal assessment of retention and academic performance, and anecdotal evidence triangulate on the success of this program at meeting its primary objectives and others. Particularly, the longitudinal study revealed that program participants had higher engineering retention rates (70 percent vs. 51 percent) and GPAs (3.08 vs. 2.83) than a matched set of non-participants. The program and its rigorous assessment serve as models for the engineering entrepreneurship community.",entrepreneurship***longitudinal study***assessment,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2004.tb00818.x,768
Motivation of Engineering Students to Participate in Teaching Evaluations,2004,303,312,Jeffrey J. Giesey***Yining Chen***Leon B. Hoshower,School of Electrical Engineering and Computer Science Ohio University***School of Accountancy Ohio University***School of Accountancy Ohio University,NA,93,4,"This study employs expectancy theory to evaluate some key factors that motivate students to participate in the teaching evaluation process. The results show that engineering students generally consider the improvement of teaching to be the most important outcome of teaching evaluations, followed by the improvement of course content and format. Making the results of evaluations available for students' decisions on course and instructor selection ranked third, while the least important use was influencing a professor's tenure, promotion, and salary raise. Students' motivation to participate in teaching evaluations is also impacted significantly by their expectation that they will be able to provide meaningful feedback.",teaching evaluations***student motivation***expectancy theory,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2004.tb00819.x,769
Identifying Factors Influencing Engineering Student Graduation: A Longitudinal and Cross-Institutional Study,2004,313,320,Guili Zhang***Timothy J. Anderson***Matthew W. Ohland***Brian R. Thorndyke,Educational Psychology University of Florida***Chemical Engineering University of Florida***General Engineering Clemson University***Radiation Oncology Stanford University,NA,93,4,"Pre-existing factors are quantitatively evaluated as to their impact on engineering student success. This study uses a database of all engineering students at nine institutions from 1987 through 2002 (a total of 87,167 engineering students) and focuses on graduation in any of the engineering disciplines. We report graduation rate as a function of years since matriculation, and determine the typical time-to-graduation. A multiple logistic regression model is fitted to each institution's data to explore the relationship between graduation and demographic and academic characteristics. A pooled model is fitted to six institutions where a complete data set was available. High school GPA, gender, ethnicity, quantitative SAT scores, verbal SAT scores, and citizenship had significant impact on graduation. While HSGPA, SATQ were significant for all models tested, the significance of other predictors varied among institutions. These studies add to the existing body of research about factors affecting the success of engineering students.",retention***graduation***longitudinal study***logistic regression,https://onlinelibrary.wiley.com/doi/10.1002/j.2168-9830.2004.tb00820.x,770
